userName,score,at,content
Rangga Prasdita,1,2020-09-02 12:18:26,"Alhamdulillah akun 4 bulan ga aktif, pas aktif on bid lagi dari pagi sampai malam sehari orderan dikasih nya paling banyak 3. Mantap lah algoritma server grab atas pembagian order yang tidak merata."
namasayapandu,1,2020-09-02 07:10:02,"Ini aplikasi tambah ribet aja makin kesini, saya udah ada akun grab dan sudah terpasang tapi pas masuk dan ingin memakainya malah suruh masukin ulang nomor telfon. Misal untuk kondisi darurat gabisa diandelin yakin sumpah mengecewakan pelayanan aplikasinya."
Quinzy Shabiraa vlog,2,2020-09-02 06:10:22,"Sering banget harganya jdi 2kali lipat trs sering bgt ada tulisan""ada aktifitas tak biasa di akun mu"" klu d tanya ada kesalahan sistem trs tp kok kesalahan sistem tiap waktu"
Azhira Khairiyatul,1,2020-09-02 04:13:15,"Mengecewakan sekali sekarang,udah lama langganan grab.akun tidak buat apa2 giliran mau order tau"".keluar sendiri masuk lagi eh akun anda ditangguhkan.akun yang satunya lagi juga dituduh melakukan aktifitas tidak biasa.padahal tidak ada apa2 juga.aneh..... Mohon diperbaiki lagi kedepannya.jgn bikin kecewa terus....promo g bsa dipake pdahal blm pernah dipake jg."
Annisa Alkarimah,5,2020-09-01 12:26:20,"Aplikasi ini sangat membantu saya yang sampai saat ini masih belum punya kendaraan pribadi. Mau kemana aja, mau makan apa aja, mau kirim sesuatu ke tempat saudara tinggal pesan di grab. Memudahkan aku yang termasuk golongan #kaumrebahan"
mushaffa rasyid ridha,5,2020-09-01 10:30:50,"kenapa tiba2 akun di-suspend padahal terakhir cuma pesen grab food eh besoknya tiba2 di-suspend? mohon penjelasannya, padahal tidak ada ngelakuin apa2 Ketika butuh lagi, agak mengecewakan sih tiba2 nga bisa dipakai"
Ria Wengku Buana,5,2020-09-01 06:41:53,"Sebenarnya aplikasinya bagus dan bermanfaat banget tapi harga yang ada di grab food kadang gak sesuai dengan uang ditoko. Dan ada juga menu yang gak ada digrab, padahal ada ditokonya. Mohon di-update lagi ya. Makasih 🙏🙏🙏"
Dewi Saprilla,5,2020-09-01 03:41:05,"Selamat pagi jelang siang. Saya pengguna apk grab mau update apk ny lg kok lama x y selesainy? Gk prnh2 lama x gini update apk ny. Ini udh berhari2 juga update smpe skg blm siap jg, udh smpe ngungsi ketpt lain yg jaringannya lbh mantap lg msh jh blm siap, paket pun msh aman nya😓"
Zeta Andara,2,2020-08-31 23:04:10,Ada beberapa rumah makan yg kerjasama dg grabfood. Kualitas tampilan sama rasanya beda jauh dengan saat kita makan di tempat. Pdhl secara harga sudah lebih mahal..Tolong diperbaiki lagi. Dan untuk promo ..kenapa terkadang menipu di app sekian..tp kita bayar yang sesuai nota dan jatuhnya lebih mahal.
Erna Wati,3,2020-08-31 02:22:10,Titik pin tidak pernah sesuai dengan lokasi. Aplikasi terlalu sering membutuhkan update tapi tidak menambah efektifitas pemakaian aplikasi. Update aplikasi juga terlalu banyak memakan ruang penyimpanan pada telepon seluler.
Melda Sari,2,2020-08-31 01:34:17,"Saya pengguna aktif grab dari dulu gak ada masalah, sekarang Akun bolak balik logout yang katanya ditangguhkan karena ada kecurigaan aktifitas bla bla bla.. ini udh kali ke 2 yg pertama saya minta dibenerin dan sudah dijawab pihak grab bahwa akun saya aman gak ada masalah dan telah kembali tapi sekarang ditangguhkan lagi, gak ngerti maksudnya apa.. makin bobrok"
Hafidz Miftah Fauzi,5,2020-08-30 16:17:44,"Merupakan pengalaman yang menyenangkan dapat bersama Grab, Customer Servicenya ramah, mudah digunakan. Sebelum mempunyai akun sendiri, pernah juga dipesankan oleh teman dan drivernya juga oke walaupun bukan pesan sendiri. Rating 5 untuk driver, aplikasi, dan CS Grab :)"
april tiwi,3,2020-08-30 12:49:07,"Kenapa setelah diinstal bisa trs keluar buka aplikasinya lagi sudah g bisa lagi,,harus uninstal trs instal ulang 😑 solusi ap hp saya yg eror or aplikasinya...padahal diplaystor aplikasi grab terinstal dibuka g bisa.."
Fhenti Rahayu,1,2020-08-30 07:42:13,Hi Grab ! Bisa tolong dibantu saya baru saja install ulang app Grab tp setelah masuk akun malah tampilannya blank putih saja. Sebelumnya dpt pemberitahuan sms dari Grab masalah lacak pengiriman paket padahal saya saja baru install lg app nya. Mohon bantuannya. Trims.
Fitria Mulia,1,2020-08-30 07:32:07,"Bad experience kesekian kalinya:) sumpah kalau bukan karena kepepet gak bakal pakai nih aplikasi. Dipersulit verifikasi akun di bagian email, sampai 5x baru bisa masuk aplikasi. Terlalu banyak, ribet, dan bikin bingung gara-gara pop up notif tutorial. Parah sumpah gak lagi-lagi."
Ahmad Rjkn,1,2020-08-30 03:47:01,"Saya sangat kecewa sama layanan graab. Pertama saya ketinggalan barang di kendaraan malah saya hubungi email nya malah ga di rewes. Kedua, saya di peras sama pengemudi dan laporan saya jg ga di urus.. yg mau nginstal mending yg lain aja, makin ga jelas layanan ini"
The Freedom,1,2020-08-29 14:18:28,"Saya sangat bangga dengan grab, setiap buka aplikasi grab selalu force close setelah masuk map lokasi. cpu octacore, ram 2gb. mengecewakan sekali untuk itu saya ucapkan sekian dan terima gaji"
Wildan Haidar Ali,3,2020-08-29 13:16:57,"Aplikasi GRAB sudah cukup bagus,mohon di bantu saya sudah download,sama login akun,kenapa saat saya keluar dari aplikasi,saat mau masuk aplikasi GRAB tidak bisa:v"
Regita Maulana,2,2020-08-29 11:53:13,"Setelah upgrade kalau mau buka aplikasi keluar terus, masa setiap mau pesan grab harus hapus memori dulu baru login trs tapi aplikasi nya gak bpleh ditutup kalau ditutup nanti keluar² lagi."
Setianto Kosasih,1,2020-08-29 11:29:25,"Aplikasi grab saya ga bisa dibuka,sudah berkali2 instal ulang.Tetep aja gagal.Sudah terinstal pas buka aplikasinya langsung tertutup layarnya.Mohon ditindaklanjuti segera.Saya sudah komplen via facebook masenger tp blm ada langkah perbaikannya untuk akun saya.Padahal saya pengguna setia"
Intan Fantikasari,1,2020-08-29 10:09:50,"Saya ga pernah cancel kalo order dll selalu sesuai dan ga aneh"" tapi kenapa akun saya ga bisa dipake order ya? Katanya ada aktivitas ga biasa diakunmu trus ditangguhkan gtu. Padahal ga pernah aneh"" hloh tolong dong gmn solusinya"
Abdul Rohman,2,2020-08-29 01:27:03,Saya suka dengan aplikasi ini tapi saya juga gk suka soal nya isi ulang nya gk bisa di indomaret mohon di perluas lagi dong gk punya atm dan jauh dari alfamart.. semoga ada kemajuan buat aplikasi ini kereeenn.✌✌
Kristina JR,1,2020-08-28 22:15:07,"Saya tidak bisa masuk aplikasi. Kenapa ya ? Update sudah 5 kali (atau bahkan lebih) dan tidak berhasil. Selalu kembali ke awal, alias disuruh update lagi meski prosesnya sudah 100%."
Pengguna Google,1,2020-08-28 13:06:01,Gimana ya ini aplikasinya??? Habis diperbarui kok malah gak bisa dibuka???? Bahkan sampek diperbarui lagi tapi tetep gak bisa dibuka. Tolong lebih diperhatikan lagi aplikasinya. Terimakasih
Bambang Delpiero,1,2020-08-28 10:41:56,Terlalu banyk pembaruan dan jika tidak diperbarui tdk bisa digunakan. Ini berarti pengguna jk ingin menggunakan secara tdk langsung hape kudu ngikuti jaman.
fredy ratu perwira,1,2020-08-28 08:36:58,"Ayo coba pindah ke aplikasi Maxim harganya lebih murah dr dua hijau,utk bike hitungannya perkilo hanya 2200 dan utk pengiriman mulai Rp.6000 utk jarak 0-4 KM. Gratis utk pengguna baru hingga Rp.10000 dengan mengetik kode promo DRV 33323733.. Ayo dicoba dan nikmati pengalaman pertama anda dengan Maxim!!! Download Maxim sekarang juga... 🙂🙏👍"
benny wood arts,2,2020-08-28 06:41:15,Peta tidak tampak . padahal sinyal bagus. Jadi sulit mau memilih tempat tujuan . Dan ketika aplikasi dibuka sering aplikasi tidak menanggapi
call me Noey,1,2020-08-28 03:33:18,Aplikasi minta update gila aja makan waktu 1 jam untuk penginstalan!!! Jalan kaki udah nyampe! Pengen kasih rating minus klo ada. Tiap x mau pake mencari jaringan padahal jaringan lancar. 👎👎👎👎
Iroh Ruhiyah,1,2020-08-28 02:23:41,"Kenapa sy ga bs order grabike? Walaupun sudah klik motor, yg muncul selalu ongkos grabcar dg aneka jenis pelayanan. Sy perlu grabike untk aktivitas cepat sehari-hari. Tolong dibantu ya"
Siti Iskiyah,1,2020-08-27 16:45:26,Sdh bagus aplikasi ini.. Tp kok sering dan maksa minta di update terus yg butuh ruang sangat besar.. Kl pny ruang yg terbatas dan blm bs update akhirnya malah aplikasinya ga bs digunakan..
vgtry,1,2020-08-27 13:08:12,ga bisa cancel orderan harus hubungi grab. terlalu bertele2 dikarenakan saat pemesanan saat ketemu ojol yg sibuk ga bisa antar dia ga bisa cancel kita jga ga bisa cancel sungguh merepotkan dan mengecewakan. menghabiskan pulsa saja buat pembatalan orderan. kalau mau unggul aplikasinya tolong dibuat seperti dulu customer bsa cancel orderan jika pihak driver tidak bisa mengantar barang
Dian Falah,1,2020-08-26 07:54:59,"Ini kenapa ya, disuruh upgrade sudah saya upgrade tapi malah aplikasinya gak jalan sama sekali, keluar sendiri juga. Tapi belum ada setahun ini udah disuruh upgrade dua kali, dimohon kalo pengguna tidak ingin meng-upgrade, jangan paksa aplikasi tidak dapat digunakan, karna beberapa perangkat pengguna juga terbatas kemampuannya. Dan dengan harga yang ditawarkan dengan yang dibayar harusnya sama."
Fitria Laras Ayu,5,2020-08-26 06:32:29,"Sangat mudah untuk mendapatkan makanan yang kita ingin saat didaerah lain dan menurut saya alangkah baiknya jika ditambahkan sistem pembayaran via virtual nya bukan hanya OVO saja,seperti DANA ataupun yang lainnya Terimakasih 😁"
Melda Marlina,1,2020-08-26 04:28:25,Untuk Grap food tolong diperbaiki. Jangan ada (pengemudi mengantar pesanan yg lain searah ke tempatmu) buang2 waktu plis itu bikin tambah lama untuk pesan makanan.
Handika Putra,1,2020-08-26 02:26:06,Sangat kecewa selalu ada tulisan aktifitas yang nga biasa padahal sudah di update ke versi terbaru selain itu voucher gak bisa digunakan lalu untuk apa voucher? harga di kedai makanan padahal promo tapi ketika di pesan harga asli tiba-tiba muncul lalu untuk apa dikasih promo??? Kalo kayak gini terus mending uninstall aja lah
Jogi Adi,1,2020-08-26 02:20:01,"Kenapa Iyah akun saya kok di tangguhkan padahal saya tidak pernah sama sekali membatalkan pesanan apa maksudnya no henphon pun tidak bisa di masukkan pake email pun tidak bisa masuk juga selalu di bilang akun anda di tangguh kan kasih solusinya nya lah ga ngerti saya jadi ga bisa masuk ke grab nya lagi ga masuk akalll, kenapa tidak ada respon sama sekali anjirrrr"
Jihan Afrah F. Siregar,1,2020-08-25 12:55:02,Saya pengguna grab sejak masih kelas 2 SMA hingga sekarang sudah kuliah semester 5. Dari tarif terjangkau dengan banyak promo hingga mahal semahal2nya. Terlalu banyak perubahan sistem dan tidak membuat saya pribadi sebagai customer merasa nyaman menggunakan aplikasi ini. Terpaksa menghapus aplikasi ini. Tolong dipertimbangkan segala kritik dan saran dari para konsumen. Trmksh.
just happy happy,3,2020-08-24 23:03:33,"Mohon para ojol memenuhi protokol kesehatan, karna sudah banyak di perumahan saya yang sudah kena covid 19 dan penyebab nya sama, yaitu karna setiap kita pesan makanan, minuman, orderan dan lain lain, pasti dari sebagian ojol tidak mematuhi protokol kesehatan. contoh, Tidak memakai masker, tidak jaga jarak dan melakukan kontak secara langsung. Saya mohon kepada pemilik aplikasi grab memberikan teguran yang berat kepada member member ojol. Sekian terima kasih"
Mr. AP,1,2020-08-24 21:18:18,Ongkir Grabfood nya gak sepadan sama harga makanan nya lebih mahal ongkir dari pada makanan nya toko nya sih deket dari rumah masa ongkir nya 14.000 dan harga makanan nya 11.500 gak masuk akal ! Ini baru instal mau order makanan terus liat ongkir sama harga makanan nya gk sepadan auto uinstal lagi 😹
Dhoris Artops,1,2020-08-24 13:13:14,"Saya di drop tidak sesuai aplikasi, sedih berasa kena tipu, berasa bodoh bgt. Kebetulan pd saat itu sya baru kenal lokasi yang saya tuju. Tolong yang amanah buat semua driver."
love islam,2,2020-08-24 05:01:41,nga jelas ni lama lama...lagi buru buru harus perivikasi wajah klo sekali bisa sih nga apa apa ini harus berkali kali biar pas..gimana klo saat dalam keadaan orang sakit...ibu mau melahirkan.. padahal sangat dikejar waktu..tolong lah dipermudah jangan malah dipersulit.
arie apriyadi,1,2020-08-24 03:27:31,Dulu saya pengguna aktif baik grabcar driver atau aplikasi pelanggan. Tapi sekarang aplikasi pelanggan buat cadangan aja. Saya beralih ke aplikasi sebelah. Makasih banyak selama ini sudah membantu keuangan driver dan pelanggan. Bintangnya saya kasih 1. Saya terpaksa menghapus aplikasinya. Saya kecewa
Lia salsabilla Salsabilla,1,2020-08-24 02:07:05,Saya kecewa dgn app ini ntah apa penyebabnya gak ada angin gak ada ujan app gw diblok gk bisa lagi dibuka padahal gk pernah cancel2 tuh... Mana vocher gk pernah nambah2 lagi padahal sering gunain grab food... Ngeblok tanpa alasan yg jelas
Gamer Bocor,5,2020-08-23 20:20:54,"Kalo bisa tingkatkan lagi pelayanan untuk bagian malam sampai subuh soalnya, biasa kerja malam sampai subuh. Bawaannya lapar"
yulia catur lestari,3,2020-08-23 14:13:03,"Grab sangat membantu sekali apalagi klo mau belanja kebutuhan rumah bisa langsug pesan grab mart, gk perlu lgi keluar rmh tinggal pesan barang sampai Selama ini menggunakan aplikasi grab tidak pernh mengecewakan . 😍😍😍"
Nora Lina,1,2020-08-23 06:36:46,Saya sangat kecewa dgn aplikasi grab skrg ni..disaat saya butuh banget mau order makanan...sisitu juga grab selalu gagal...tidak tau apa masalh..selalu kembali ke menu awal...disaat saya juga butuh grab mobil ..sisitu juga grab tidak merespon..selalu ja gagal....gmna sich sebenarnya pelayanannya gran kepada konsumen...sudah saya cobak sampai 100 x...mohon ya....
M.ZAIDAN RASYA R,1,2020-08-23 02:57:45,"Sering banget di suruh update lagi..aplikasi di hp,banyak yg harus di hapus,karna ga cukup untuk downloud grab..palagi pada saat lagi butuh grab...tau2 grab nya ga bisa di pake,di sruh update lagi..."
Cah Ganteng,2,2020-08-22 16:06:48,"Saya selalu pakai grab. Sekarang poin saya 108 poin.. Masukan nya, kasih fitur lagu riwayat perjalanan jadi sampai nya jam berapa tempat tujuan nya bisa dapat dilihat kembali."
Ikhwanudin,3,2020-08-22 11:58:47,"Promonya terlalu menyusahkan, banyak banget ada 102 promo item setelah dicoba ternyata ga bisa dipake semua padahal buat beli pizza hut doang wkwk lucu ngerjainnya :( Menurut saya codingnya perlu ditampilkan promo yg relate sama apa yg dipesan aja, kalo gabisa semua ya gausah ditampilkan.."
Dhimas Indra,1,2020-08-22 03:59:56,Parah... Kenapa gak bisa di download Padahal memory masih banyak yang kosong.. Udah di intal berulang kali tetap aja .. tidak bisa terinstal. . Tolong dong di perbaiki
atcs towing,1,2020-08-21 17:27:18,"Semakin lama semakin tidak jelas aplikasi ini, setiap habis di download selalu minta update, begitu seterus nua.. dan untuk login nya rada susah.. maaf saya kasih 1 ☆ untuk aplikasi ini, cuma bikin penuh memory aja..."
Nur Hayati,1,2020-08-21 15:04:43,"Kenapa setelah update bolak balik tp tetep gak bisa buka grab...tolong dong..gmn..setiap buka aplikasi grab langsung ilang..udh tak coba terus hasilnya tetep gak bisa,baru di apdate semalem,masa suruh apdate lg hadehhhh...ngabisin data aja"
N Agustin,1,2020-08-21 12:10:55,"Udh diupdate.selesai tp suruh ngulangin lg..terus grabfoodnya makin mahal onkirnya.in gmna sih mksdnya ap mau mempersulit kita semua..update nya aja berkali""..bikin males aj lama""..kembalikan grab sprti semula yg murah dan bikin nyaman..🙏"
BABY MIKHLA,5,2020-08-21 11:21:33,"Sangat efektif dan membantu. Masukan saya, ongkir jarak dekat jangan terlalu mahal. Dan pengemudi selalu perhatikan protokol covid"
diana yusuf,3,2020-08-21 09:56:01,"Saya pake grabbike hampir setiap hari, dan grab penting bgt buat saya karna dg adanya grab dapat membantu keseharian saya. Ada perintah untuk upgrade, udah saya upgrade aplikasi malah gagal dipasang, dan terus2 minta upgrade tapi sama apl tidak bisa dipasang, tolong dong ini gimana ya pa/bu management grab, bisa ngga ya meskipun harusnya di upgrade tapi aplikasinya jangan ditutupin perintah upgrade terus, jadi gabisa dipake sama sekali, ini bingung saya harus gimana"
Hasana Heri,1,2020-08-21 08:30:51,Ngak masuk akal udah 2 kali akun saya di nonaktifkan..sedangkan no saya yg lama hilang jadi saya ganti baru..eh tiba2 mau pesen mkanan lgsng keluar sendiri apk ny..dan bilang di nonaktifkan..kmren udah email grab..eh ini yg ke 2 udah nge email jga..masih aja kayak gini..bingung sama grab skrg..pdahal saya suka dan sgt sering pesen makanan di grab..tiba2 apk ny ngk jelas jadi nya mls bgt..tolong yaaa di perbaikin akun saya..
Mutiara Susyana,1,2020-08-19 14:39:05,"Masa g bisa ganti foto :""( nyoba berbagai cara sama aja. Kadang klo driver nyari saya mereka bingung krna g ada fotonya. Tolong segera diperbaiki. Pembaruan terus tapi isinya sama aja 😤"
Conie Nopinda Br Sitepu,1,2020-08-19 08:36:49,"Semakin tidak puas dengan Grap ini. Karena sekarang sudah ada biaya pemesanan. Ditambah lagi, pemesan tidak bisa melihat perjalanan driver pada saat menuju ke toko. Mohon di perbaiki kembali. Terima kasih"
Djenry Caroles,1,2020-08-19 06:40:06,"Saya tidak bisa menggunakan saldo OVO saya. entah itu ada promo atau tidak, setidaknya Grab punya kebijakan untuk itu. kok saya top up ovo kok nggak bisa digunakan. aneh.. boleh cepat dikonfirmasi, soalnya saya perlu. Trimakasih."
Rani Ria,1,2020-08-19 00:15:05,Kecewa...apknya selalu diperintah update terus. Jadi ribet apalagi kalo posisi sedang terburu buru seperti pagi ini.pas buka apk tau taunya perintahnya update.hadeh..mending kalo memorinya ga penuh / lah ini memori penuh.kan jd harus hapus2in dulu..memakan waktu!!!
karma pala,1,2020-08-18 12:18:06,"Parah bgt sih mau order grab motor/mobil.tiba"" aplikasinya keluar sendiri ampe sejam sya cobain trus aja kayak gth mendingan pake aplkasi yg lain deh ga lemot juga ke hp nya aplikasi ga guna ga bisa di pake percuma"
Supardjo,1,2020-08-18 09:49:52,"Timbang aplikasi beginian ngapain sebentar sebentar pembaharuan. Ukuran aplikasi bener bener edan, sampai 77 mb. Padahal dibawah 10 MB juga bisa."
